date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:24:08	52603/52603	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Apr%202019%2010:41:28%20GMT	http://teamthe4.com/assets/img/uploads/other/teamthe4-logo.jpg	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/other/teamthe4-logo.jpg	(from http://teamthe4.com/)
16:24:09	74634/74634	---M--	200	added ('OK')	image/gif	date:Thu,%2028%20Mar%202019%2023:50:40%20GMT	http://teamthe4.com/r9se.gif	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/r9se.gif	(from http://teamthe4.com/)
16:24:09	51830/51830	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20May%202019%2014:24:20%20GMT	http://teamthe4.com/services	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/services.html	(from http://teamthe4.com/)
16:24:09	74356/74356	---M--	200	added ('OK')	image/gif	date:Mon,%2015%20Apr%202019%2014:51:22%20GMT	http://teamthe4.com/img-x/tt4-in-the-name-of-allah.gif	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/img-x/tt4-in-the-name-of-allah.gif	(from http://teamthe4.com/)
16:24:10	54140/54140	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20May%202019%2014:24:21%20GMT	http://teamthe4.com/portfolio	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/portfolio.html	(from http://teamthe4.com/)
16:24:10	0/-1	---M--	302	error ('')			http://teamthe4.com/changelanguage.php?language=English	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/changelanguage.1ffa27.delayed	(from http://teamthe4.com/)
16:24:10	44197/44197	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20May%202019%2014:24:23%20GMT	http://teamthe4.com/contacts	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/contacts.html	(from http://teamthe4.com/)
16:24:11	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2010%20May%202019%2014:24:24%20GMT	http://teamthe4.com/changelanguage.php?language=French	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/changelanguagea998.php	(from http://teamthe4.com/)
16:24:11	0/-1	---M--	302	error ('')			http://teamthe4.com/changelanguage.php?language=English	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/changelanguage.21fa27.delayed	(from http://teamthe4.com/)
16:24:11	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2010%20May%202019%2014:24:24%20GMT	http://teamthe4.com/changelanguage.php?language=French	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/changelanguagea998.php	(from http://teamthe4.com/)
16:24:12	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ccc698d-4d7%22	http://teamthe4.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from http://teamthe4.com/)
16:24:22	47266/47266	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Apr%202019%2002:44:50%20GMT	http://teamthe4.com/assets/img/uploads/other/slide-29-ar.jpg	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/other/slide-29-ar.jpg	(from http://teamthe4.com/)
16:24:24	110611/110611	---M--	200	added ('OK')	image/jpeg	date:Sun,%2014%20Apr%202019%2001:34:40%20GMT	http://teamthe4.com/assets/img/uploads/other/slide-27-ar.jpeg	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/other/slide-27-ar.jpg	(from http://teamthe4.com/)
16:24:27	23883/23883	---M--	200	added ('OK')	image/gif	date:Sun,%2014%20Apr%202019%2001:49:26%20GMT	http://teamthe4.com/assets/img/uploads/other/slide-30-ar.gif	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/other/slide-30-ar.gif	(from http://teamthe4.com/)
16:24:31	119366/119366	---M--	200	added ('OK')	image/gif	date:Sun,%2014%20Apr%202019%2001:48:02%20GMT	http://teamthe4.com/assets/img/uploads/other/slide-28-ar.gif	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/other/slide-28-ar.gif	(from http://teamthe4.com/)
16:24:33	126468/126468	---M--	200	added ('OK')	image/png	date:Sun,%2014%20Apr%202019%2003:20:58%20GMT	http://teamthe4.com/assets/img/uploads/other/slide-26-ar.png	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/other/slide-26-ar.png	(from http://teamthe4.com/)
16:24:40	46074/46074	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Apr%202019%2003:36:24%20GMT	http://teamthe4.com/assets/img/uploads/other/slide-33-ar.png	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/other/slide-33-ar.png	(from http://teamthe4.com/)
16:24:40	37709/37709	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Apr%202019%2003:42:10%20GMT	http://teamthe4.com/assets/img/uploads/other/slide-34-ar.jpg	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/other/slide-34-ar.jpg	(from http://teamthe4.com/)
16:24:43	108490/108490	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20May%202019%2014:24:54%20GMT	http://teamthe4.com/service-details?id=18	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/service-detailse371.html	(from http://teamthe4.com/)
16:24:49	163667/163667	---M--	200	added ('OK')	image/gif	date:Fri,%2012%20Apr%202019%2003:10:32%20GMT	http://teamthe4.com/assets/img/uploads/other/slide-31-ar.gif	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/other/slide-31-ar.gif	(from http://teamthe4.com/)
16:24:55	66658/66658	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20May%202019%2014:25:03%20GMT	http://teamthe4.com/service-details?id=17	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/service-details190a.html	(from http://teamthe4.com/)
16:24:57	107024/107024	---M--	200	added ('OK')	image/gif	date:Mon,%2008%20Apr%202019%2018:29:44%20GMT	http://teamthe4.com/assets/img/uploads/services/services_image_18.gif	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/services/services_image_18.gif	(from http://teamthe4.com/)
16:24:59	209199/209199	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Apr%202019%2003:30:06%20GMT	http://teamthe4.com/assets/img/uploads/other/slide-32-ar.png	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/other/slide-32-ar.png	(from http://teamthe4.com/)
16:25:01	94852/94852	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20May%202019%2014:25:11%20GMT	http://teamthe4.com/service-details?id=21	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/service-details6258.html	(from http://teamthe4.com/)
16:25:01	111742/111742	---M--	200	added ('OK')	image/gif	date:Wed,%2003%20Apr%202019%2023:18:30%20GMT	http://teamthe4.com/assets/img/uploads/services/43848b551c55fce3c0c4b9e82cfccdc7.gif	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/services/43848b551c55fce3c0c4b9e82cfccdc7.gif	(from http://teamthe4.com/)
16:25:04	97077/97077	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20May%202019%2014:25:14%20GMT	http://teamthe4.com/service-details?id=15	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/service-details7429.html	(from http://teamthe4.com/)
16:25:11	116234/116234	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20May%202019%2014:25:18%20GMT	http://teamthe4.com/service-details?id=16	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/service-details2728.html	(from http://teamthe4.com/)
16:25:13	10138/10138	---M--	200	added ('OK')	image/gif	date:Thu,%2004%20Apr%202019%2008:52:26%20GMT	http://teamthe4.com/assets/img/uploads/services/ff544819487ea10aa27c5dcafaaf385e.gif	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/services/ff544819487ea10aa27c5dcafaaf385e.gif	(from http://teamthe4.com/)
16:25:18	83709/83709	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20May%202019%2014:25:27%20GMT	http://teamthe4.com/service-details?id=19	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/service-detailsa9bc.html	(from http://teamthe4.com/)
16:25:22	181741/181741	---M--	200	added ('OK')	image/gif	date:Wed,%2003%20Apr%202019%2023:26:10%20GMT	http://teamthe4.com/assets/img/uploads/services/5d4fc124cba2ab1ceea1d17cf2fcd4fe.gif	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/services/5d4fc124cba2ab1ceea1d17cf2fcd4fe.gif	(from http://teamthe4.com/)
16:25:32	224321/224321	---M--	200	added ('OK')	image/gif	date:Thu,%2004%20Apr%202019%2008:43:58%20GMT	http://teamthe4.com/assets/img/uploads/services/8772e1f6b9709fc9b798685c9cbe7775.gif	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/services/8772e1f6b9709fc9b798685c9cbe7775.gif	(from http://teamthe4.com/)
16:25:32	97877/97877	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20May%202019%2014:25:35%20GMT	http://teamthe4.com/service-details?id=22	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/service-details2e5f.html	(from http://teamthe4.com/)
16:25:35	65888/65888	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20May%202019%2014:25:46%20GMT	http://teamthe4.com/service-details?id=20	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/service-detailse5cc.html	(from http://teamthe4.com/)
16:25:43	62857/62857	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20May%202019%2014:25:48%20GMT	http://teamthe4.com/privacy	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/privacy.html	(from http://teamthe4.com/)
16:25:51	95788/95788	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:22%20GMT	http://teamthe4.com/assets/js/jquery.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/jquery.js	(from http://teamthe4.com/)
16:25:53	12442/12442	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:20%20GMT	http://teamthe4.com/assets/js/parallax.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/parallax.js	(from http://teamthe4.com/)
16:25:56	42772/42772	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:22%20GMT	http://teamthe4.com/assets/js/owl.carousel.min.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/owl.carousel.min.js	(from http://teamthe4.com/)
16:25:59	37051/37051	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:32%20GMT	http://teamthe4.com/assets/js/bootstrap.min.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/bootstrap.min.js	(from http://teamthe4.com/)
16:26:01	14803/14803	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:22%20GMT	http://teamthe4.com/assets/js/jquery.plugin.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/jquery.plugin.js	(from http://teamthe4.com/)
16:26:02	417176/417176	---M--	200	added ('OK')	image/gif	date:Thu,%2004%20Apr%202019%2008:51:38%20GMT	http://teamthe4.com/assets/img/uploads/services/ab8b013c5541f1d053a63c5f6db74b8e.gif	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/img/uploads/services/ab8b013c5541f1d053a63c5f6db74b8e.gif	(from http://teamthe4.com/)
16:26:03	2831/2831	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:20%20GMT	http://teamthe4.com/assets/js/resize-slider-min.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/resize-slider-min.js	(from http://teamthe4.com/)
16:26:04	40538/40538	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:24%20GMT	http://teamthe4.com/assets/js/jquery.countdown.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/jquery.countdown.js	(from http://teamthe4.com/)
16:26:04	12115/12115	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:18%20GMT	http://teamthe4.com/assets/js/validator.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/validator.js	(from http://teamthe4.com/)
16:26:05	83/83	---MC-	409	error ('Conflict')	text/html	date:Fri,%2010%20May%202019%2014:26:18%20GMT	http://teamthe4.com/assets/js/contact.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/contact.js	(from http://teamthe4.com/)
16:26:08	35631/35631	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:30%20GMT	http://teamthe4.com/assets/js/isotope.min.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/isotope.min.js	(from http://teamthe4.com/)
16:26:08	23204/23204	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:22%20GMT	http://teamthe4.com/assets/js/jquery.fancybox.pack.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/jquery.fancybox.pack.js	(from http://teamthe4.com/)
16:26:09	1915/1915	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:30%20GMT	http://teamthe4.com/assets/js/classie.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/classie.js	(from http://teamthe4.com/)
16:26:11	8284/8284	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:22%20GMT	http://teamthe4.com/assets/js/modernizr.custom.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/modernizr.custom.js	(from http://teamthe4.com/)
16:26:12	6955/6955	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:30%20GMT	http://teamthe4.com/assets/js/imagesloaded.pkgd.min.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/imagesloaded.pkgd.min.js	(from http://teamthe4.com/)
16:26:12	87157/87157	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:20%20GMT	http://teamthe4.com/assets/js/slick.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/slick.js	(from http://teamthe4.com/)
16:26:14	18703/18703	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:22%20GMT	http://teamthe4.com/assets/js/main.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/main.js	(from http://teamthe4.com/)
16:26:14	28961/28961	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:22%20GMT	http://teamthe4.com/assets/js/masonry.pkgd.min.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/masonry.pkgd.min.js	(from http://teamthe4.com/)
16:26:15	18607/18607	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:22%20GMT	http://teamthe4.com/assets/js/jquery.waypoints.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/jquery.waypoints.js	(from http://teamthe4.com/)
16:26:17	2758/2758	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:22%20GMT	http://teamthe4.com/assets/js/jquery.counterup.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/jquery.counterup.js	(from http://teamthe4.com/)
16:26:20	75389/75389	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2024%20Jul%202018%2018:00:20%20GMT	http://teamthe4.com/assets/js/progressbar.js	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/js/progressbar.js	(from http://teamthe4.com/)
16:26:21	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Jul%202018%2017:59:04%20GMT	http://teamthe4.com/assets/fonts/glyphicons-halflings-regular.eot	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/fonts/glyphicons-halflings-regular.eot	(from http://teamthe4.com/assets/css/bootstrap.min.css)
16:26:24	18028/18028	---M--	200	added ('OK')	font/woff2	date:Tue,%2024%20Jul%202018%2017:59:02%20GMT	http://teamthe4.com/assets/fonts/glyphicons-halflings-regular.woff2	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/fonts/glyphicons-halflings-regular.woff2	(from http://teamthe4.com/assets/css/bootstrap.min.css)
16:26:25	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Jul%202018%2017:59:04%20GMT	http://teamthe4.com/assets/fonts/glyphicons-halflings-regular.eot?	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://teamthe4.com/assets/css/bootstrap.min.css)
16:26:28	23424/23424	---M--	200	added ('OK')	font/woff	date:Tue,%2024%20Jul%202018%2017:59:02%20GMT	http://teamthe4.com/assets/fonts/glyphicons-halflings-regular.woff	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/fonts/glyphicons-halflings-regular.woff	(from http://teamthe4.com/assets/css/bootstrap.min.css)
16:26:31	109025/109025	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Jul%202018%2017:59:02%20GMT	http://teamthe4.com/assets/fonts/glyphicons-halflings-regular.svg	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/fonts/glyphicons-halflings-regular.svg	(from http://teamthe4.com/assets/css/bootstrap.min.css)
16:26:31	45404/45404	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2024%20Jul%202018%2017:59:02%20GMT	http://teamthe4.com/assets/fonts/glyphicons-halflings-regular.ttf	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/fonts/glyphicons-halflings-regular.ttf	(from http://teamthe4.com/assets/css/bootstrap.min.css)
16:26:42	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Jul%202018%2017:58:58%20GMT	http://teamthe4.com/assets/font-awesome/fonts/fontawesome-webfont.eot?v=4.3.0	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/font-awesome/fonts/fontawesome-webfonte0a5.eot	(from http://teamthe4.com/assets/font-awesome/css/font-awesome.min.css)
16:26:42	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Jul%202018%2017:58:58%20GMT	http://teamthe4.com/assets/font-awesome/fonts/fontawesome-webfont.eot?	D:/htdocs/html-teamthe4-web/teamthe4-web/teamthe4.com/assets/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://teamthe4.com/assets/font-awesome/css/font-awesome.min.css)
